ts,symbol,open_time,spot_close,mark_close,index_close,premium_close,basis_mark_vs_spot,basis_index_vs_spot,funding_rate,funding_interval_hours,volume,quote_volume,trades,agg_sum_qty,agg_trades,agg_cvd_qty,agg_vwap,agg_last_trade_id,agg_taker_buy_qty,agg_taker_sell_qty,agg_taker_buy_trades,agg_taker_sell_trades,agg_buy_notional,agg_sell_notional,agg_buy_vwap,agg_sell_vwap,agg_first_price,agg_last_price,agg_first_trade_id
2025-01-22 09:30:00+00:00,LINK-USDT,1737538200000,25.88,25.86331722,25.87193574,0,-0.0006446205564,-0.0003116020093,0.0001,8,40125.22,1034220.611,2030,40125.22,696,-18414.14,25.77482718,258574047,10855.54,29269.68,357,339,280011.2148,754209.3961,25.79431468,25.76759965,25.81,25.88,258573352
2025-01-22 09:30:00+00:00,SOL-USDT,1737538200000,255.26,255.18,255.256116,-0.00022259,-0.000313405939,-1.52E-05,-2.09E-05,8,47770.081,12163382.53,25272,47770.081,5197,8142.591,254.6234436,484266890,27956.336,19813.745,3185,2012,7121517.816,5041864.711,254.7371664,254.4629857,254.93,255.26,484261694
2025-01-22 09:30:00+00:00,XRP-USDT,1737538200000,3.1724,3.17232257,3.17201714,0.00033964,-2.44E-05,-0.0001206846552,0.0001,8,1315416,4168138.841,12828,1315416,3914,-4820,3.168684919,536877909,655298,660118,2151,1763,2076283.651,2091855.19,3.168457177,3.168910998,3.1663,3.1724,536873996
2025-01-22 09:45:00+00:00,ADA-USDT,1737539100000,0.9956,0.9955,0.99563624,-0.00019508,-0.0001004419446,3.64E-05,0.0001,8,764597.4,761172.6212,3829,764597.4,1129,-55586.8,0.9955208077,367417962,354505.3,410092.1,478,651,352937.1503,408235.471,0.9955765126,0.9954726535,0.9972,0.9956,367416834
2025-01-22 09:45:00+00:00,BNB-USDT,1737539100000,698.41,698.8208434,698.4784515,0.0005185,0.0005882553514,9.80E-05,0,8,1161.746,811718.4602,5932,1161.746,2915,-393.656,698.7056209,633596268,384.045,777.701,1077,1838,268279.8378,543438.6225,698.563548,698.7757794,699.39,698.41,633593354
2025-01-22 09:45:00+00:00,BTC-USDT,1737539100000,104984.83,104972.2,104986.4605,-0.00018498,-0.0001203030952,1.55E-05,0.0001,8,103.09128,10827384.16,21384,103.09128,8301,-27.9367,105027.1581,3394126139,37.57729,65.51399,3514,4787,3946624.909,6880759.255,105026.8635,105027.3271,105182.32,104984.83,3394117839
2025-01-22 09:45:00+00:00,ETH-USDT,1737539100000,3298.55,3297.28,3298.316585,-0.00033395,-0.0003850176593,-7.08E-05,0.0001,8,1811.4223,5978195.259,11956,1811.4223,5310,-121.5747,3300.276948,1402213873,844.9238,966.4985,2448,2862,2788654.224,3189541.035,3300.480143,3300.099312,3303.38,3298.55,1402208564
2025-01-22 09:45:00+00:00,LINK-USDT,1737539100000,25.8,25.798,25.80018567,-0.00037385,-7.75E-05,7.20E-06,0.0001,8,19753.63,509669.0063,1470,19753.63,691,-2410.61,25.80128342,258574738,8671.51,11082.12,374,317,223774.6819,285894.3244,25.80573417,25.79780082,25.89,25.8,258574048
2025-01-22 09:45:00+00:00,SOL-USDT,1737539100000,253.75,253.67,253.7749108,-0.00051355,-0.000315270936,9.82E-05,-2.09E-05,8,33049.74,8395334.012,23343,33049.74,5657,-2627.184,254.0211818,484272547,15211.278,17838.462,3793,1864,3864882.509,4530451.502,254.0800654,253.9709703,255.27,253.75,484266891
2025-01-22 09:45:00+00:00,XRP-USDT,1737539100000,3.1694,3.16986345,3.16938286,8.11E-05,0.0001462264151,-5.41E-06,0.0001,8,1009203,3197988.574,12905,1009203,3835,142163,3.16882587,536881744,575683,433520,2245,1590,1824140.85,1373847.724,3.168655058,3.169052694,3.1724,3.1694,536877910
2025-01-22 10:00:00+00:00,ADA-USDT,1737540000000,0.9927,0.99243806,0.99263097,-5.13E-05,-0.0002638662234,-6.95E-05,0.0001,8,1157713.7,1148554.734,6084,1157713.7,1593,-182493.5,0.9920887469,367419555,487610.1,670103.6,742,851,483848.3202,664706.4137,0.992285271,0.9919457434,0.9956,0.9927,367417963
2025-01-22 10:00:00+00:00,BNB-USDT,1737540000000,697.29,697.69,697.319482,0.00053137,0.0005736494142,4.23E-05,0,8,1880.991,1312273.441,8948,1880.991,3238,-482.473,697.6500369,633599506,699.259,1181.732,1705,1533,487830.7854,824442.6551,697.6396234,697.6561988,698.41,697.29,633596269
2025-01-22 10:00:00+00:00,BTC-USDT,1737540000000,104823.12,104805.8972,104820.508,-0.00018608,-0.0001643037302,-2.49E-05,0.0001,8,184.86852,19374061.6,32351,184.86852,13135,-22.72438,104799.1383,3394139274,81.07207,103.79645,5975,7160,8494852.012,10879209.58,104781.4865,104812.9255,104984.82,104823.12,3394126140
2025-01-22 10:00:00+00:00,ETH-USDT,1737540000000,3297.29,3296.298841,3297.227143,-0.00031086,-0.000300597985,-1.91E-05,0.0001,8,2893.5422,9532460.157,17218,2893.5422,7315,-357.8364,3294.391268,1402221188,1267.8529,1625.6893,3289,4026,4176674.745,5355785.413,3294.289696,3294.470482,3298.55,3297.29,1402213874
2025-01-22 10:00:00+00:00,LINK-USDT,1737540000000,25.73,25.73,25.73267712,-0.0001102,0,0.0001040466382,0.0001,8,25358.65,652601.5293,1720,25358.65,529,-2492.07,25.73486874,258575267,11433.29,13925.36,217,312,294200.0209,358401.5084,25.73187778,25.73732445,25.8,25.73,258574739
2025-01-22 10:00:00+00:00,SOL-USDT,1737540000000,253.43,253.3599219,253.4565477,-0.00041295,-0.0002765186442,0.0001047536203,-2.09E-05,8,28921.797,7319577.563,27397,28921.797,5351,-5001.643,253.0817004,484277898,11960.077,16961.72,3114,2237,3027460.52,4292117.043,253.1305208,253.0472761,253.75,253.43,484272548
2025-01-22 10:00:00+00:00,XRP-USDT,1737540000000,3.1523,3.15236882,3.15214684,-4.72E-05,2.18E-05,-4.86E-05,0.0001,8,1820530,5745085.774,22917,1820530,5322,47000,3.155721562,536887066,933765,886765,3291,2031,2946706.841,2798378.933,3.155726378,3.15571649,3.1695,3.1523,536881745
2025-01-22 10:15:00+00:00,ADA-USDT,1737540900000,0.9951,0.99480758,0.99511183,-0.00012984,-0.0002938599136,1.19E-05,0.0001,8,914831,908213.8107,4650,914831,1335,21774.2,0.9927667632,367420890,468302.6,446528.4,719,616,464937.9462,443275.8645,0.9928152144,0.9927159493,0.9927,0.9951,367419556
